Title,Year,Abstract
Volunteers Motivation in Learning Sign Language: A Case Study at CDSS Universitas Brawijaya.,2021,"… Oleh karena itu, penelitian ini bertujuan untuk mengetahui motivasi relawan di Pusat
Studi dan Layanan Disabilitas (PSLD) Universitas Brawijaya dalam belajar bahasa isyarat. …"
[PDF] Influence of Trichoderma as a seed treatment on the growth and yield of groundnut under saline environment,2020,"Agriculture lands in coastal areas face the risk of increasing salinity due to the influence of
sea water. Salinity poses complex problems for plants at all growth stages which are difficult …"
A Correlation Between Vocabulary Mastery And Reading Comprehension Of The English Language Education Students,2016,"… Penelitian ini melibatkan beberapa peserta dari program pendidikan bahasa Inggris di
Universitas Brawijaya. Para peserta dalam penelitian ini adalah 39 siswa dari pendidikan …"
"[PDF] Evaluation of ground arthropod structure in restoration area of Talangagung landfill as edutourism attraction, Kepanjen, Malang",2015,"Aim of this research is to know the composition, community structure and survival of ground
arthropod in restoration area of Talangagung edutourism landfill (TPA Wisata Edukasi …"
Culture development planning in the special region of Yogyakarta (Management planning of cultural heritage in Kotagede District based on community empowerment …,2014,"The Special Region of Yogyakarta is a cultural rich city with excellent cultural resources.
Yogyakarta should manage their assets with long-term planning to keep the sustainability. …"
[PDF] Genetic variation based on RAPD profiling and production loss of cayenne pepper due to periodic flooding,2021,"Cayenne pepper is known as a sensitive plant to water stress, either drought or flooding.
However, not many studies on the plant's response to the naturally occurring periodic flooding …"
[PDF] Alteration agronomic traits performance of sweet potato cultivars from drylands to paddy fields,2019,"This study aimed to evaluate changes in agronomic performances of some sweet potato
cultivars planted in the rain-fed dry land and paddy fields. Completely randomized block design …"
The growth response of pokem (Setaria italica L.) inoculated with arbuscular mycorrhizal fungi (AMF) from tailings area,2021,"The purpose of this research was to study the growth response of pokem (Setaria italica),
which was inoculated by the arbuscular mycorrhizal fungi (AMF) from the tailings area. The …"
Motivation in Language Learning by English L2 Learners in Universitas Brawijaya: Case Study of First Year Students of English Study Program,2019,"… This study aims at examining the types of motivation in English learning by L2 English
learners in Universitas Brawijaya and investigating the degree to which their motivation traits are …"
"Impact of water management on root morphology, growth and yield component of lowland rice varieties under the organic system of rice intensification",2018,"Water management is one of the keys to success in increasing rice production in paddy
fields. Paddy rice production will decrease if the rice plants suffer from water stress, and …"
Compensatory Strategies Used by High and Low Achievers of Study Program of English Universitas Brawijaya: A Qualitative Study.,2016,"… Bahasa Inggris Universitas Brawijaya menggunakan teori … studi yang tinggi dan rendah
Universitas Brawijaya, (2) Apa … Program Bahasa Inggris Universitas Brawijaya. Penelitian ini …"
The Influence of Word of Mouth (WOM) on Revisit Intention: The Mediating Role of Destination Image (Case Study on Domestic Tourists Visiting Mount Bromo),2014,"Tujuan dari penelitian ini adalah untuk mempelajari pengaruh dari mulut ke mulut (WOM),
pada niat Tinjau kembali dengan efek intervensi dari citra tujuan. 100 kuesioner …"
The Students' Perception On Story Telling In Learning Speaking At English Language Education Program Batch 2016 Universitas Brawijaya,2017,"… Pendidikan Bahasa Inggris Angkatan 2016 Universitas Brawijaya. Penelitian ini bertujuan
… Bahasa Inggris angkatan 2016 Universitas Brawijaya. Penelitian ini menggunakan metode …"
Speech Style Used in Thesis Consultation by Students in Faculty of Cultural Studies Universitas Brawijaya.,2015,"… Penulis melakukan studi tentang gaya bicara yang digunakan dalam konsultasi tesis oleh
siswa di Fakultas Studi Budaya, Universitas Brawijaya. Ada dua masalah yang akan dijawab …"
"[PDF] Ethnobiological study of Larung Sembonyo Ceremony in Watulimo District, Trenggalek as a basic of ecotourism planning",2017,"This research aims to describe the ritual plant species and types of offerings that are used in
Larung Sembonyo ceremonies and to know the community's role in the conservation of …"
Language Learning Styles Used By The First Year Students Of English Class Program At Faculty Of Social And Political Sciences Universitas Brawijaya,2017,"… adalah untuk menyelidiki dan memeriksa gaya belajar yang digunakan oleh siswa tahun
pertama program kelas bahasa Inggris di Fakultas Ilmu Sosial dan Politik Universitas Brawijaya…"
"[HTML] Antimicrobial, antioxidant, and cytotoxic activities of endhopitic fungi Chaetomium sp. isolated from Phyllanthus niruri Linn: in vitro and in silico studies",2017,"Endophytic fungi Chaetomium sp isolated from Phyllanthus niruri Linn. Mycelium powder
was extracted by using ethyl acetate. Extract was fractionated using n-hexane, …"
Correlation Between Morphological Awareness And Vocabulary Knowledge In The Third Year Students Of English Study Program Of Universitas Brawijaya,2015,"… Peserta dalam penelitian ini sejumlah 71 murid mahasiswa tahun ketiga, Program Studi
Sastra Inggris, Universitas Brawijaya. Maka, data penelitian ini diperolaeh dari hasil instrument …"
African American Vernacular English (Aave) Comprehension Of English Study Program Students In Universitas Brawijaya,2018,"… Study Program students of Universitas Brawijaya using Wardhaugh’s … Study Program in
Universitas Brawijaya understand AAVE … Study Program of Universitas Brawijaya have an above …"
The Influence of Capital Structure and Asset Management on Profitability and Firm Value (an Empirical Research at Real Estate and Property that Listed in Indonesia …,2015,"Tujuan dari penelitian ini adalah untuk menganalisis pengaruh struktur modal dan manajemen
aset tentang profitabilitas dan nilai tegas real estat dan properti yang tercantum dalam …"
[CITATION] Study of student's intention to use electronic money based on TAM,2019,
[PDF] Phytotoxicity of coal fly ash on plant growth and heavy metal uptake by plant in an acid soil,2020,"Considering the content of various elements in coal fly ash (CFA), it has the potential to be
used as an additional source of nutrients in the soil. However, the use of CFA for agriculture is …"
[PDF] Utilization of indigenous phosphate-solubilizing bacteria to optimize the use of coal fly ash for increasing available-P in an Ultisol,2021,"Article history: Received 15 April 2021 Accepted 31 May 2021 Published 1 July 2021 Coal
fly ash (CFA) is a coal-burning by-product containing macro and micronutrients, and it is the …"
Grammatical Cohesion Found In Discourse Analysis Thesis Abstracts Of Academic Years 2012-2015 From Study Program Of English Universitas Brawijaya,2016,"… penelitian untuk menganalisis kohesi tata bahasa pada abstrak skripsi dalam Analisis
Wacana pada tahun pelajaran 2012 – 2015 program studi Sastra Inggris Universitas Brawijaya. …"
The Interpretation of News Title of Lapindo Mud Case in Metro TV and TV One by Students of Political Science Department at Universitas Brawijaya.,2014,"… one dalam mempengaruhi mahasiswa Ilmu Politik di Universitas Brawijaya. Dalam studi ini,
… one terhadap mahasiswa Ilmu Politik di Universitas Brawijaya? Penelitian ini menggunakan …"
Speaking Strategy Used By A Student With High Achievement In English Language Education Program Batch 2015 Universitas Brawijaya (Case Study),2017,"Berbicara adalah sebuah keterampilan yang memungkinkan pelajar untuk mengekspresikan
makdsud dalam pada sebuah komunikasi. Sayangnya, pembelajar bahasa Inggris …"
"… Used By Visual Impairment Student To Comprehend English Learning Material (A Case Study At English Language Education Program, Universitas Brawijaya)",2016,"Gangguan visual adalah kecacatan yang mempengaruhi fungsi mata, bahwa meskipun
orang tersebut menggunakan lensa korektif, mereka masih memiliki kemampuan penglihatan …"
[PDF] Mining land identification in Wetar Island using remote sensing data,2018,"Wetar Island is one of the 92 outer islands of Indonesia. On this island, there is a variety of
geological potential that can be seen from the structure, formation and geological folds …"
The Correlation Between Speaking Skill And Listening Skill Of Higher Education Students Of Universitas Brawijaya,2018,"Penelitian ini ditujukan untuk mengetahui apakah ada korelasi antara kemampuan berbicara
dan kemampuan mendengar pada mahasiswa universitas brawijaya tahun kedua. Sampel …"
"N, P and K storage efficiency on degraded peat soil through ameliorant application",2014,"The availability of nutrients, especially N, P, K in the degraded peat are very low. The high
organic acids can decrease the soil pH, its causes the negatively charged nutrients such as …"
"Human Resources Competences in Economics Higher Education Provider in East Java, Indonesia: The determinant of organizational performances",2019,"This study seeks to fill a gap (gap) is to integrate human resource competencies, and a culture
of innovation in improving organizational performance and competitiveness, especially in …"
"[PDF] Status of macro and micro nutrients from deposited tailings in reclamation area, PT Freeport Indonesia, Timika",2016,"The reclamation program of deposited tailings (SIRSAT) is the obligation of the mining
concession holder PT Freeport Indonesia (PTFI). The monitoring of soil and plant qualities …"
[PDF] An application of geographic information system to identify the suitability of sea cucumbers (Holothuria scabra) in West Lombok Waters,2017,"This study was conducted on 17th October-27th November 2016 at Gili Asahan, Gili Layar,
and Gili Gede in West Sekotong, Lombok, West Nusa Tenggara. The purpose of this study …"
Gender Based Request Strategies Performed By Customers Of Language Service And Development Center At Universitas Brawijaya Malang,2017,"Laki-laki dan perempuan diharapkan untuk melakukan strategi yang berbeda dalam
menyampaikan keinginan mereka, seperti dalam kalimat permintaan. Laki-laki diharapkan untuk …"
"[PDF] Eco-homestay: Development concept on rural tourism-based conservation model (study case of Sidomulyo Village, Silo District, Jember Regency)",2013,"The purposes of this research were to assess the concept of Eco-Homestay in conservation-based
tourism in rural area. A case study was set up at Sidomulyo Village, Silo District, …"
"[PDF] Maneke as local wisdom in the community of small islands in Sangihe Island Regency, North Sulawesi",2017,"Maneke is one of the local wisdom in Sangihe Islands Regency, inherited from the ancestors
of the people of Sangihe. Maneke contains the norms and values of life and customs to …"
Code Switching Used by Sign Language Interpreter at Fine Art Program Universitas Brawijaya,2017,"… Interaksi tersebut terjadi dalam lingkup pendidikan seperti di Program Studi Seni Rupa
Universitas Brawijaya. Penelitian ini ditujukan untuk mengetahui tipe-tipe alih kode apa yang …"
"[PDF] Evaluation of the effectiveness of level soil bund and soil bund age on selected soil physicochemical properties in Somodo Watershed, Jimma Zone …",2020,"This study was conducted to investigate the effect of level soil bund stabilized with Vetiver
grass and soil bund age on selected soil physicochemical properties on Somodo watershed, …"
The Influence of electronic word of mouth on consumer trustworthiness and purchase intention (Survey on Followers Instagram of@ Zaloraid),2018,"Penelitian ini bertujuan untuk (1) menjelaskan pengaruh Electronic Word of Mouth terhadap
Consumer Trustworthiness, (2) menjelaskan pengaruh Consumer Trustworthiness terhadap …"
… (IMC) on Brand Equity and Purchase Decision (Case Study on Indosat-M3 (IM3) Customers Among Members of Unit Aktivitas Band Universitas Brawijaya Cla,2015,"Penelitian ini bertujuan untuk: (1) untuk menguji pengaruh variabel komunikasi pemasaran
terintegrasi (IMC) pada ekuitas merek, (2) untuk memeriksa pengaruh tidak langsung dari …"
Writing Learning Strategies Used By Deaf High Achievers Academic Year Of 2016/2017 At Universitas Brawijaya,2017,"… adalah sebuah penelitian deskriptif kualitatif yang melibatkan high achievers tuna rungu
tahun ajaran 2016/2017 dalam keterampilan menulis Bahasa Inggris di Universitas Brawijaya. …"
Politeness In Interlanguage Pragmatic Of Complaints By Indonesian EFL Learners In English Language Education Of Universitas Brawijaya,2019,"Memperoleh Bahasa Inggris sebagai Bahasa Asing tidak hanya membutuhkan kompetensi
tata bahasa tetapi juga kompetensi pragmatis. Kompetensi pragmatis membantu pelajar …"
Interlanguage In The Short Story Interpretation: A Case Of The Eighth Semester Students Of English Study Program Of Universitas Brawijaya,2015,"Interlanguage adalah sistem linguistik yang digunakan oleh pembelajar bahasa kedua dan
ini dipengaruhi oleh bahasa pertama. Sangat penting untuk menguasai keahlian bahasa …"
[PDF] Translation Procedures In Writing Thesis Abstract By Faculty Of Law Students In Universitas Brawijaya,2018,"… by the translators in translating thesis abstracts of faculty of law in Universitas Brawijaya. …
by students of Faculty of Law in Universitas Brawijaya. The researcher set several criteria to …"
[PDF] In Vitro and In Silico Study of Immobilized Xylanase from Trichoderma viride using Bentonite Matrices Activated with HCl,2017,"The purpose of this study was aimed determine the optimum conditions of agitation time
and concentration of immobilized xylanase by in vitro and in silico and efficient reuse of …"
Understanding hypocholesterolemic activity of soy isoflavones: Completing the puzzle through computational simulations,2023,"The hypocholesterolemic activity of soy isoflavones has been studied, but the exact mechanism
underlying the activity remains unclear. This study reveals the proposed mechanism of …"
[PDF] English Spelling Errors Committed by A Blind Student at English Language Education Program Universitas Brawijaya.,2017,"… studi pendidikan bahasa Inggris di Universitas Brawijaya. Penelitian ini menggunakan …
This study focus on a blind student in English language department Universitas Brawijaya …"
[PDF] Land degradation is indicative: proxies of forest land degradation in Ghana,2015,"How is land degradation measured? The aim of the paper is to address this research
question. At the premise, the paper states that land degradation as one of the truth claims of …"
[PDF] Water quality evaluation of post-tin mining ponds tourism in Bangka Island Using Diatom as Bioindicator,2019,"Post tin mining pond in Bangka Island has been used as a tourism place, fishing, fish ponds,
and agricultural areas that can reduce water. The purpose of this study is to evaluate the …"
Efl Students' Perceptions Towards The Use Of Self-Video Recording To Decrease Their Speaking Anxiety.,2021,"… Sumber data penelitian ini adalah 100 mahasiswa Program Studi Pendidikan Bahasa Inggris
Universitas Brawijaya angkatan 2017 yang sudah mengambil mata kuliah Micro Teaching …"
"Plagiarism Checker: Model of Ecotourism Management in Small Islands of Bunaken National Park, North Sulawesi",2015,"The Bunaken National Park is one of the famous national park for tourism in North Sulawesi,
Indonesia. The abundance natural resources is one of the crucial natural attraction for …"
[PDF] Analysis Of Accounting Students' Perception On Factors Influencing Career Selection (A Case In Faculty Of Economics And Business Universitas Brawijaya).,2017,"… of Economics and Business Universitas Brawijaya from batch 2012 … study in Universitas
Brawijaya who always give motivation to … Business Universitas Brawijaya because based on the …"
[PDF] Spatial distribution of land susceptibility to degradation and recomendation for its improvement: A case study in the Upper Solo Sub-Watershed,2016,"Spatial distribution of land properties and its susceptibility to degradation is essential for
watershed management planning. Therefore, a study was carried out to assess spatial …"
Grammatical error analysis on the spontaneous speech produced by students of English,2014,"… oleh mahasiswa Universitas Brawijaya semester tujuh jurusan Bahasa dan Sastra. …
mengandung kesalahan oleh mahasiswa Universitas Brawijaya semester tujuh jurusan Bahasa dan …"
"Non-Language Department Debater's Speaking Strategies (A Case Study At Administration English Club, FIA, Universitas Brawijaya)",2017,"Kemampuan berbicara disadari sebagai salah satu kemampuan yang penting di dalam
bahasa Inggris. Namun, banyak orang menghadapi kesulitan untuk mengembangkannya. Ada …"
[PDF] The effect of application of oil palm empty fruit bunch compost on production and metal uptake of eggplant in tailings of post-tin mining land,2020,"Tailings of post-tin mining land have the potential to be cultivation fields for eggplant, but the
problem from post-tin-mining land is the low essential nutrient and high metal contents. The …"
The Effect of Corporate Governance Mechanism on Earnings Management: the Comparative Studies Between Firms Listed on Sharia Index (Jii-70) and Conventional …,2021,"Penelitian ini bertujuan untuk menguji pengaruh mekanisme tata kelola perusahaan terhadap
manajemen laba. Variabel independen dalam penelitian ini adalah jumlah komisaris, …"
A Semiotics Study on the Effectiveness of Codes in Benny Rachmadi's Opinion Cartoons Compiled in Dari Presiden Ke Presiden.,2012,"Dewasa ini gagasan dalam jurnalisme tidak hanya disampaikan melalui tulisan tetapi juga
melalui gambar. Penulis memilih kartun opini karya Benny Rachmadi untuk diteliti karena …"
Word formation processes in the jargons used among the members of kaskus internet forum community,2012,"Internet adalah sebuah jaringan interkoneksi besar komunikasi melalui komputer yang
terdiri dari berbagai macam jaringan komputer diseluruh dunia. Penyebaran internet dengan …"
"[PDF] Quality of soil from the nickel mining area of Southeast Sulawesi, Indonesia, engineered using earthworms (Pheretima sp.)",2021,"Article history: Received 5 June 2021 Accepted 30 June 2021 Published 1 July 2021
Earthworms (Pheretima sp.) could survive under abiotic stress soil conditions. Furthermore, their …"
[PDF] Baseflow and lowflow of catchments covered by various old teak forest areas,2019,"Drought has become a severe disaster faced by several regions in Java, Indonesia due to
land cover changes including forest conversion and the increase in air temperature. In this …"
Spectroscopic and radiative properties of several Nd3+ ions in borate glass system,2016,"Radiative properties and spectroscopic studies of several Nd3+ doped Borate glass system
have been reported. Judd-Ofelt intensity parameter and other parameters like oscillator …"
An Analysis of Language Functions Used by the Main Characters in Twilight Movie.,2014,"Bahasa tidak hanya digunakan untuk mengungkapkan maksud hati dan pikiran, tapi juga
untuk menyampaikan pesan dari penyampai pesan kepada penerima pesan. Oleh karena itu, …"
[PDF] … Of Brand Equity Elements On The Repurchase Intention Of Xiaomi Smartphone In Xiaomi Users Smartphone (Research On Students Of Universitas Brawijaya …,2019,"… at Universitas Brawijaya, Malang. The data used in this research were collected from
Universitas Brawijaya students. The researcher believes that the students of Universitas Brawijaya …"
An Analysis Producer Behavior (Boarding House Owners) Towards The Implementation Of Hotel Tax Categorized For Boarding Houses (Case Study Watugong …,2016,"Pajak menjadi kewajiban dan pengabdian negara serta peran aktif negara dan anggota
masyarakat. Otonomi daerah bertugas untuk mengatur dan mengelola potensi sumber daya …"
"[PDF] The Strategy for Ecotourism Development in Plantation Area: A Case Study from Kalibendo Plantation, Banyuwangi East Java",2016,"Kalibendo plantation have a high potential value to be developed as an ecotourism destination.
As far, the development of tourism in the area is still lack of visitors’s enthusiasm due to …"
"Inhibition Effect of Physalis angulata Leaf Extract on Viability, Collagen Type I, and Tissue Inhibitor of Metalloproteinase 1 (TIMP-1) but Not Plasminogen Activator …",2023,"… Science, Faculty of Medicine Universitas Brawijaya, Malang, East Java, Indonesia;2 Department
of Dermatology and Venereology, Faculty of Medicine Universitas Brawijaya, Dr. Saiful …"
[PDF] Bioremediation of crude oil waste contaminated soil using petrophilic consortium and Azotobacter sp,2016,"This study was aimed to determine the effect Petrophilic and Azotobacter sp. consortium on
the rate of degradation of hydrocarbons, Azotobacter growth, and Petrophilic fungi growth in …"
A Psycholinguistics Study of Speech Disorder of Stuttered Character in The Movie Entitled The King's Speech,2012,"Komunikasi adalah media bagi manusia untuk berinteraksi dengan orang lain. Jika
seseorang mengalami gangguan bicara, ia tidak akan dapat berkomunikasi dengan baik. …"
[PDF] Planning of banana plant development based on the land conservation aspect in Jenawi District,2018,"Banana is one type of fruits that is very potential to grow to support food security because it
contains source of vitamins, minerals, and carbohydrates. Jenawi District has a dry land area …"
Decentralization And Poverty In Indonesia The Case Of Karo District,2016,"Penelitian ini bertujuan untuk menguji hubungan antara desentralisasi dan kemiskinan di
Indonesia yang terdesentralisasi. Ini berpendapat bahwa desentralisasi dapat mengurangi …"
"[PDF] Synthesis, characterization and antifungal activity of some substituted 4-thiazolidinone derivatives",2016,"A series of 4-thiazolidinone derivatives was prepared including 2-(4-phenyl)-3-(4-hydroxyphenyl)
thiazolidinone-4-one (1), 2-(4-bromophenyl)-3-(4-hydroxyphenyl) thiazolidinone-4-one …"
"Working time allocation and income of small-scale laying hens in Blitar, Indonesia",2021,"Tujuan dari penelitian ini adalah untuk menganalisis alokasi waktu kerja pada rumah tangga
ayam petelur dan untuk menganalisis pendapatan peternak ayam petelur di Kabupaten …"
The Influence of Store Atmosphere on Purchase Decision and IT's Impact on Customer's Satisfaction (Case Study on Indomaret Customers Jl. Raya Tlogomas No. 37 …,2016,"This research objectives are to: examine the influence of Store Atmosphere on Purchase
Decision, examine the influence of Store Atmosphere on Customer Satisfaction, examine the …"
[PDF] Interlanguage in the Translation of Seventh Semester Students of Study Program of English Universitas Brawijaya,2014,"… STUDY PROGRAM OF ENGLISH DEPARTMENT OF LANGUAGES AND LITERATURE
FACULTY OF CULTURAL STUDIES UNIVERSITAS BRAWIJAYA 2014 … Interlanguage di …"
[PDF] Mercury uptake by Zea mays L. grown on an inceptisol polluted by amalgamation and cyanidation tailings of small-scale gold mining,2019,"Pollution of agricultural land by tailings from the Artisanal and Small-Scale Gold Mining (ASGM)
can increase the concentration of mercury (Hg) in plant tissue thus; it will endanger the …"
Error Analysis on the Argumentative Essays Written by the Fourth Semester Students of Study Program of English,2014,"… Data yang digunakan oleh peneliti pada penelitian ini adalah 30 esai mahasiswa dari
semester empat program studi Bahasa Inggris, Fakultas Ilmu Budaya, Universitas Brawijaya …"
[PDF] Assessment of the effect of land use/land cover changes on total runoff from Ofu River catchment in Nigeria,2018,"The total runoff from a catchment is dependent on both the soil characteristics and the land
use/land cover (LULC) type. This study was conducted to examine the effect of changes in …"
"Effects Of Perceived Usefulness, Perceived Ease Of Use, And Perceived Value On Behavioral Intention To Use Digital Wallet (A Case Study Of Ovo User In Malang)",2019,"Penelitian ini dilakukan untuk menguji faktor-faktor yang mempengaruhi niat perilaku untuk
menggunakan dompet digital OVO sebagai metode pembayaran alternatif di Indonesia. …"
[PDF] Application of effective microorganisms technology on dairy wastewater treatment for irrigation purposes,2021,"Article history: Received 13 April 2021 Accepted 14 May 2021 Published 1 July 2021 Due to
the massive amounts of freshwater consumed in dairy industries, as a result, thousands of …"
"Plagiarism Checker: The Model of Institutional Management in Small Islands of Bunaken National Park, North Sulawesi",2017,"Bunaken National Park (BNP), North Sulawesi, is a conservation area that has the beauty
underwater tourism attraction. The beautiful of underwater landscapes attract both domestic …"
[PDF] Effect of application of organic and inorganic fertilizer on soybean yield in lowland Vertisols,2020,"Application of organic fertilizer can maintain and improve physical, chemical, and biological
soil fertility and plant productivity. However, the use of manure requires a long time and a …"
"[PDF] Impact assessment of apartment building foundation to Terban spring discharge, Yogyakarta City",2020,"The development growth of hotel and apartment in Yogyakarta city is considered to have an
impact on groundwater, especially springs located along the river across Yogyakarta city. …"
[PDF] The Technique of Teaching Vocabulary Using Song to Young Learner at TKK Mardi Wiyata Malang,2018,"… ENGLISH LANGUAGE EDUCATION PROGRAM FACULTY OF CULTURAL STUDIES
UNIVERSITAS BRAWIJAYA 2018 … English Education Program, Faculty of Cultural Studies …"
[PDF] STUDY ON LEXICAL AMBIGUITY IN CHANDRA LIOW'S VIDEOS IN YOUTUBE. COM,2018,"… Presented to Universitas Brawijaya in partial fulfillment of the requirements for the degree
of Sarjana Sastra … STUDY PROGRAM OF ENGLISH DEPARTMENT OF LANGUAGES …"
Consumer Decision Towards Online Shopping And Consumer Primary Way Of Shop In Comparison With Brick And Mortar Store,2013,"… Metode yang digunakan dalam mengumpulkan data adalah kuesioner dengan mahasiswa
S1 Fakultas Ekonomi dan Bisnis Universitas Brawijaya yang pernah berbelanja online …"
Optimization of Land Use Based on Land Suitability Class for the Development of Red Chillies in Jember Regency,2022,"OPTIMASI PENGGUNAAN LAHAN BERDASARKAN KELAS KESESUAIAN LAHAN UNTUK
PENGEMBANGAN TANAMAN CABAI MERAH DI KABUPATEN JEMBER Page 1 OPTIMASI …"
[PDF] Optimization of elevating blood uric acid levels with high purine diet,2018,"An exploration of the use of medicinal plants to lower uric acid levels has been widely
practiced. Stages of new drug development research are preclinical test using experimental …"
"[PDF] Planting depth management increases early growth, aboveground biomass, and carbon storage of Eucalyptus pellita at Ultisols in South Sumatra",2020,"Planting depth management is a silvicultural regime that highly related to standing productivity.
However, the influence of planting depth on stand productivity is not deeply understood …"
[PDF] The influence of agroforestry silviculture on productivity and quality of Canna edulis Ker on private forest land,2014,"The productivity of private forest land by using agroforestry of Canna edulis Ker aims to
achieve food security at the smallholder level. The purpose of this study was to determine the …"
"[PDF] Consequences of cultural and behavioral difference of tourist: Study of Australian and Indonesian tourist who visit Lombok Island, West Nusa Tenggara",2015,"This study aims at identifying behavior differences of Australian tourists and domestic
tourists who visit Lombok island, and determining as well as analyzing the Hofstede cultural …"
Recognizing the Entrepreneurial Opportunities: A Common Outcome of an Entrepreneurial Mindset,2023,"Entrepreneurship is important for economic growth in Indonesia. Entrepreneurial opportunities
are essential to maintain a business. This study is intended to explore how business …"
[PDF] A brief history of the development of blasting and the modern theory of rock breaking,2016,"The article is devoted to the task today to improve the effectiveness of blasting during construction
of horizontal and inclined mine excavations. Construction of new and reconstruction of …"
"[PDF] Degradation of groundwater quality due to the occurrence of salty-tasted water in Bayat District, Klaten, Central Java, Indonesia",2020,"Bayat is located in the south of central Java, Indonesia. In the quaternary deposit area,
groundwater on some dug wells taste salty and previous studies discovered salty-tasted water …"
"Tourist perceptions on supporting infrastructure facilities and climate-based visiting time of ngebel lake, Ponorogo",2014,"This study aims to analyze the tourists’ perception about the importance and satisfaction on
the product of fisheries tourism, and to assess the visiting time of tourist based on climate …"
Accounting Students' Attitudes towards English Learning at Faculty of Economic and Business.,2018,"… Universitas Brawijaya towards English language learning in term of cognitive aspect?; (2)
How are the attitudes of Accounting students in Universitas Brawijaya … in Universitas Brawijaya …"
"[PDF] Portable solid phase extraction of copper, cadmium and lead using analig ME-02 chelating resin and their determination by atomic absorption spectrometry",2014,"The adsorption of metallic elements on the solid phase chelating resins is probably the most
effective separation and preconcentration methods. In this work, portable Solid phase …"
Utilization of slurry and mushroom baglog to improve growth and yield on strawberry on degraded volcanic soils,2021,"Utilization of slurry under the combination with mushroom baglog could be used a potential
source for replacing nitrogen fertilizer and improve soil fertility. The purpose of this study was …"
"Coastline changes in North Bengkalis Island, Indonesia: satellite imagery analysis and observation",2018,"Coastal area activity on human exploitation greatly affected aquatic ecosystems. Land
changes disturbed the level of soil stability, soil will be easily eroded by the flow of water, the …"
Politeness Strategies Used by Albert and Lionel in the Movie “The King's Speech”,2012,"Bagaimana orang tersebut menggunakan bahasa ketika berkomunikasi dengan orang lain
sangatlah penting. Untuk menggunakan bahasa yang benar, seseorang harus memiliki …"
[PDF] Degrading cassava mill effluent using aerated sequencing batch reactor with palm kernel shell as medium,2019,"Local cassava agro-processing industries in Nigeria generate toxic organic effluent with
negative environmental impact if disposed without adequate treatment. This study examines the …"
Women Subordination in British Society in The Duchess the Movie,2012,"Subordinasi terhadap perempuan berjalan dalam rentang waktu yang sangat lama. Struktur
patriarki menjadi salah satu hubungan sosial yang mengizinkan laki-laki mendominasi …"
Soil characteristic and shallot growth with gypsum and zeolite amendments in irrigated saline alfisol and inceptisol,2021,"Salinity of soil and irrigation is a factor that may cause a decrease in shallot productivity, so
it requires efforts with amendments. This research aimed to determine the effect of gypsum …"
The Effect of Integrated Marketing Communication and Service Quality on Customer Purchase Decision Gojek Gresik,2019,"Penelitian ini bertujuan untuk mengetahui pengaruh dari Integrated Marketing Communication
(IMC) dan Service Quality terhadap keputusan pembelian pada pengguna Gojek di …"
Study Of Individual's Behavioral Intention In Using M-Tix As A Digital Payment Method Based On Innovation Diffusion Theory,2019,"… Responden adalah 303 mahasiswa S1 aktif dari jurusan akuntansi Fakultas Ekonomi
dan Bisnis, Universitas Brawijaya Hasil penelitian ini menemukan bahwa keuntungan relatif, …"
An Analysis on Grammatical Cohesion in the Dialogues between the Main Characters in Due Date Movie.,2013,"Kohesi memegang peranan penting dalam membuat teks karena membantu membentuk
kesatuan didalamnya. Kohesi tata bahasa dan kata adalah sesuatu yang membantu kohesi …"
[PDF] The Reading Strategies Applied By English Language Education Students at Universitas Brawijaya across Different Cognitive Styles.,2017,"… The subject of this study is 106 students of English Language Education Program at
Universitas Brawijaya. The study uses two instruments namely Survey of reading strategies (SORS) …"
Women Subordinate Position In Patriarchy System Depicted In Anna Jacobs' An Independent Woman,2018,"Manusia hidup dalam sebuah masyarakat yang mempunyai sistem sosial. Mereka terikat
untuk mengikuti sebuah sistem sosial yang mana dapat menentukan posisi laki-laki dan …"
Effects of ameliorant and fertilizer on the growth and yield of maize grown in peatlands soil of West Kalimantan Indonesia,2019,"The use of agricultural lime ameliorant or rice husk charcoal combined with inorganic fertilizers
is one of the agricultural intensification efforts in peatlands. This study aimed to find out …"
The role of functional top management team in initiating the strategic alliances as outcome from innovativeness behavior: Empirical evidence from star hotels,2020,"One way that is widely used by many organizations in general, including hotels to survive in
a business competition climate is to encourage employees to have an entrepreneurial …"
